date,open,high,low,close,volume,raw_close,change_percent,avg_vol_20d
1998-04-08,0.3599,0.374,0.3562,0.3693,226296000,88.632,3.07,179250000.0
1998-04-09,0.3849,0.4,0.38180000000000003,0.3969,320688000,95.256,7.47,185485200.0
1998-04-13,0.3953,0.40099999999999997,0.38330000000000003,0.39299999999999996,219600000,94.32,-0.98,189942000.0
1998-04-14,0.3911,0.4161,0.38849999999999996,0.4049,326472000,97.176,3.03,202953600.0
1998-04-15,0.4083,0.41669999999999996,0.3938,0.4005,223848000,96.12,-1.09,211045200.0
1998-04-16,0.4005,0.4138,0.3883,0.4104,324888000,98.496,2.47,213630000.0
1998-04-17,0.3992,0.4052,0.3938,0.3953,140712000,94.872,-3.68,208550400.0
1998-04-20,0.39740000000000003,0.4146,0.3906,0.3927,179592000,94.248,-0.66,211117200.0
1998-04-21,0.3969,0.39740000000000003,0.3797,0.38780000000000003,167088000,93.072,-1.25,216466800.0
1998-04-22,0.38849999999999996,0.3901,0.3625,0.3635,226032000,87.24,-6.27,222087600.0
1998-04-23,0.3625,0.3625,0.3354,0.3375,245064000,81.0,-7.15,223051200.0
1998-04-24,0.3417,0.3656,0.3396,0.3536,335712000,84.864,4.77,231958800.0
1998-04-27,0.34740000000000004,0.35259999999999997,0.32139999999999996,0.3448,377712000,82.752,-2.49,243198000.0
1998-04-28,0.38699999999999996,0.4146,0.3711,0.3984,1391880000,95.616,15.55,307291200.0
1998-04-29,0.4052,0.4109,0.3901,0.3979,633144000,95.496,-0.13,332383200.0
1998-04-30,0.4063,0.4083,0.3771,0.3823,449712000,91.752,-3.92,340417200.0
1998-05-01,0.3865,0.3964,0.3771,0.3938,186144000,94.512,3.01,333081600.0
1998-05-04,0.39580000000000004,0.39949999999999997,0.3891,0.3969,154704000,95.256,0.79,329122800.0
1998-05-05,0.3917,0.3979,0.388,0.3905,119976000,93.72,-1.61,324097200.0
1998-05-06,0.3917,0.3917,0.3755,0.3766,148776000,90.384,-3.56,319902000.0
1998-05-07,0.3792,0.3875,0.3677,0.3792,277752000,91.008,0.69,322474800.0
1998-05-08,0.38020000000000004,0.3865,0.37289999999999995,0.3849,95856000,92.376,1.5,311233200.0
1998-05-11,0.3872,0.3875,0.3604,0.362,227448000,86.88,-5.95,311625600.0
1998-05-12,0.3656,0.3831,0.3609,0.3807,232728000,91.368,5.17,306938400.0
1998-05-13,0.3771,0.3917,0.374,0.38699999999999996,278880000,92.88,1.65,309690000.0
1998-05-14,0.38330000000000003,0.39430000000000004,0.3792,0.3815,172008000,91.56,-1.42,302046000.0
1998-05-15,0.3828,0.38539999999999996,0.37289999999999995,0.3734,92568000,89.616,-2.12,299638800.0
1998-05-18,0.375,0.3776,0.36150000000000004,0.3669,132360000,88.056,-1.74,297277200.0
1998-05-19,0.3734,0.3776,0.3719,0.3766,68472000,90.384,2.64,292346400.0
1998-05-20,0.3766,0.3812,0.3677,0.3693,80976000,88.632,-1.94,285093600.0
1998-05-21,0.37289999999999995,0.375,0.3638,0.36979999999999996,68064000,88.752,0.14,276243600.0
1998-05-22,0.36819999999999997,0.3693,0.3562,0.3583,117240000,85.992,-3.11,265320000.0
1998-05-26,0.3586,0.362,0.33699999999999997,0.3411,217680000,81.864,-4.8,257318400.0
1998-05-27,0.33490000000000003,0.3641,0.3323,0.3609,464688000,86.616,5.8,210958800.0
1998-05-28,0.3635,0.3656,0.3552,0.35810000000000003,188256000,85.944,-0.78,188714400.0
1998-05-29,0.3578,0.3708,0.3562,0.36719999999999997,172824000,88.128,2.54,174870000.0
1998-06-01,0.36669999999999997,0.3688,0.3471,0.3568,160872000,85.632,-2.83,173606400.0
1998-06-02,0.3635,0.3708,0.3458,0.3641,164028000,43.692,2.05,174072600.0
1998-06-03,0.374,0.3771,0.35,0.3521,131628000,42.252,-3.3,174655200.0
1998-06-04,0.3578,0.36610000000000004,0.3438,0.3656,99912000,43.872,3.83,172212000.0
1998-06-05,0.36460000000000004,0.36979999999999996,0.3594,0.3688,68544000,44.256,0.88,161751600.0
1998-06-08,0.3651,0.3859,0.3625,0.38539999999999996,109260000,46.248,4.5,162421800.0
1998-06-09,0.38699999999999996,0.43229999999999996,0.38539999999999996,0.42710000000000004,388728000,51.252,10.82,170485800.0
1998-06-10,0.4302,0.4688,0.425,0.45099999999999996,485700000,54.12,5.6,183134400.0
1998-06-11,0.4604,0.5219,0.4583,0.5208,717024000,62.496,15.48,205041600.0
1998-06-12,0.5292,0.5292,0.4854,0.5083,433116000,60.996,-2.4,218097000.0
1998-06-15,0.4958,0.5708,0.4927,0.5479,674028000,65.748,7.79,247170000.0
1998-06-16,0.5562,0.6145999999999999,0.5542,0.6135,783348000,73.62,11.97,279719400.0
1998-06-17,0.6323000000000001,0.6766,0.6281,0.6583,805308000,78.996,7.3,316561200.0
1998-06-18,0.675,0.6875,0.5979,0.601,632796000,72.12,-8.7,344152200.0
1998-06-19,0.5922,0.6354000000000001,0.5667,0.6318,733572000,75.816,5.12,377427600.0
1998-06-22,0.6229,0.6865,0.6021,0.6781,726360000,81.372,7.33,407883600.0
1998-06-23,0.6755,0.7729,0.6708,0.7724,749268000,92.688,13.91,434463000.0
1998-06-24,0.7917000000000001,0.8395999999999999,0.7426999999999999,0.8318,1174092000,99.816,7.69,469933200.0
1998-06-25,0.8332999999999999,0.8729,0.8,0.8255,1089300000,99.06,-0.76,514985400.0
1998-06-26,0.8125,0.8354,0.7813,0.7854,622992000,94.248,-4.86,537493800.0
1998-06-29,0.7896,0.8301999999999999,0.7896,0.8229000000000001,490152000,98.748,4.77,553957800.0
1998-06-30,0.8150999999999999,0.8458,0.8062,0.8313,437544000,99.756,1.02,567633600.0
1998-07-01,0.8484,0.9542,0.8395999999999999,0.9510000000000001,565092000,114.12,14.4,589306800.0
1998-07-02,0.9645999999999999,1.0457999999999998,0.9375,1.0332999999999999,1045596000,123.996,8.65,636591000.0
