date,open,high,low,close,volume,raw_close,change_percent,avg_vol_20d
1997-05-15,0.1219,0.125,0.0964,0.09789999999999999,1443120000,23.496,,
1997-05-16,0.0984,0.099,0.08539999999999999,0.08650000000000001,294000000,20.76,-11.64,
1997-05-19,0.08800000000000001,0.0885,0.0812,0.08539999999999999,122136000,20.496,-1.27,
1997-05-20,0.08650000000000001,0.0875,0.08180000000000001,0.08180000000000001,109344000,19.632,-4.22,
1997-05-21,0.08180000000000001,0.0823,0.0688,0.07139999999999999,377064000,17.136,-12.71,
1997-05-22,0.0719,0.0724,0.06559999999999999,0.0698,235536000,16.752,-2.24,
1997-05-23,0.0703,0.076,0.0667,0.075,318744000,18.0,7.45,
1997-05-27,0.0755,0.0823,0.07289999999999999,0.07919999999999999,173952000,19.008,5.6,
1997-05-28,0.0812,0.08180000000000001,0.0766,0.0766,91488000,18.384,-3.28,
1997-05-29,0.0771,0.0771,0.07400000000000001,0.07529999999999999,69456000,18.072,-1.7,
1997-05-30,0.075,0.0755,0.07400000000000001,0.075,51888000,18.0,-0.4,
1997-06-02,0.0755,0.0766,0.075,0.0755,11832000,18.12,0.67,
1997-06-03,0.0766,0.0766,0.07400000000000001,0.07400000000000001,23664000,17.76,-1.99,
1997-06-04,0.07400000000000001,0.0745,0.0698,0.0708,61608000,16.992,-4.32,
1997-06-05,0.0708,0.0771,0.0688,0.0771,113448000,18.504,8.9,
1997-06-06,0.0758,0.08539999999999999,0.0755,0.0828,156144000,19.872,7.39,
1997-06-09,0.0828,0.08539999999999999,0.0828,0.0844,47040000,20.256,1.93,
1997-06-10,0.08539999999999999,0.08539999999999999,0.0766,0.07919999999999999,109176000,19.008,-6.16,
1997-06-11,0.0797,0.08020000000000001,0.0766,0.0771,23760000,18.504,-2.65,
1997-06-12,0.07919999999999999,0.0823,0.07759999999999999,0.08020000000000001,32640000,19.248,4.02,193302000.0
1997-06-13,0.0812,0.0812,0.07919999999999999,0.07919999999999999,13872000,19.008,-1.25,121839600.0
1997-06-16,0.08020000000000001,0.08020000000000001,0.0781,0.0786,18264000,18.864,-0.76,108052800.0
1997-06-17,0.0799,0.0799,0.0747,0.07529999999999999,94128000,18.072,-4.2,106652400.0
1997-06-18,0.076,0.0768,0.075,0.0755,49296000,18.12,0.27,103650000.0
1997-06-19,0.0755,0.0766,0.075,0.0755,20064000,18.12,0.0,85800000.0
1997-06-20,0.0766,0.07759999999999999,0.075,0.0763,67752000,18.312,1.06,77410800.0
1997-06-23,0.0771,0.0771,0.07400000000000001,0.075,20952000,18.0,-1.7,62521200.0
1997-06-24,0.07529999999999999,0.0763,0.07400000000000001,0.0755,15024000,18.12,0.67,54574800.0
1997-06-25,0.0763,0.0763,0.0745,0.0755,42120000,18.12,0.0,52106400.0
1997-06-26,0.076,0.076,0.07529999999999999,0.0755,63792000,18.12,0.0,51823200.0
1997-06-27,0.0758,0.0758,0.07400000000000001,0.0745,23760000,17.88,-1.32,50416800.0
1997-06-30,0.0755,0.0799,0.07400000000000001,0.0771,54936000,18.504,3.49,52572000.0
1997-07-01,0.0771,0.0771,0.0755,0.0758,25848000,18.192,-1.69,52681200.0
1997-07-02,0.0758,0.0797,0.0755,0.0794,77640000,19.056,4.75,53482800.0
1997-07-03,0.0799,0.0958,0.0797,0.09559999999999999,251544000,22.944,20.4,60387600.0
1997-07-07,0.09169999999999999,0.10099999999999999,0.09169999999999999,0.1,161064000,24.0,4.6,60633600.0
1997-07-08,0.10210000000000001,0.1167,0.10210000000000001,0.1151,310344000,27.624,15.1,73798800.0
1997-07-09,0.1151,0.1193,0.11349999999999999,0.1161,165240000,27.864,0.87,76602000.0
1997-07-10,0.1167,0.1286,0.1167,0.1281,181032000,30.744,10.34,84465600.0
1997-07-11,0.126,0.126,0.1104,0.11460000000000001,210624000,27.504,-10.54,93364800.0
1997-07-14,0.1161,0.1167,0.10569999999999999,0.1068,92088000,25.632,-6.81,97275600.0
1997-07-15,0.1068,0.124,0.1068,0.1219,185496000,29.256,14.14,105637200.0
1997-07-16,0.12240000000000001,0.1247,0.1151,0.1167,60480000,28.008,-4.27,103954800.0
1997-07-17,0.1172,0.1172,0.10779999999999999,0.1109,63384000,26.616,-4.97,104659200.0
1997-07-18,0.1094,0.1109,0.10779999999999999,0.10779999999999999,15600000,25.872,-2.8,104436000.0
1997-07-21,0.1089,0.1099,0.10729999999999999,0.1091,11496000,26.184,1.21,101623200.0
1997-07-22,0.10830000000000001,0.1094,0.1031,0.1068,31272000,25.632,-2.11,102139200.0
1997-07-23,0.1094,0.1167,0.1089,0.11460000000000001,65184000,27.504,7.3,104647200.0
1997-07-24,0.1151,0.1156,0.1109,0.113,24336000,27.12,-1.4,103758000.0
1997-07-25,0.1109,0.1125,0.1109,0.1115,12408000,26.76,-1.33,101188800.0
1997-07-28,0.1115,0.11979999999999999,0.1109,0.1161,51480000,27.864,4.13,102574800.0
1997-07-29,0.11819999999999999,0.125,0.1167,0.124,96288000,29.76,6.8,104642400.0
1997-07-30,0.125,0.1253,0.1214,0.12240000000000001,50352000,29.376,-1.29,105867600.0
1997-07-31,0.1219,0.1219,0.1167,0.11979999999999999,29088000,28.752,-2.12,103440000.0
1997-08-01,0.1172,0.1208,0.1125,0.1208,71760000,28.992,0.83,94450800.0
1997-08-04,0.1187,0.1206,0.1151,0.1156,53424000,27.744,-4.3,89068800.0
1997-08-05,0.1167,0.1167,0.10729999999999999,0.1104,60648000,26.496,-4.5,76584000.0
1997-08-06,0.1104,0.1156,0.1094,0.1125,24864000,27.0,1.9,69565200.0
1997-08-07,0.1125,0.113,0.1063,0.1089,40680000,26.136,-3.2,62547600.0
1997-08-08,0.10830000000000001,0.1151,0.1052,0.11460000000000001,44232000,27.504,5.23,54228000.0
1997-08-11,0.11460000000000001,0.1167,0.1125,0.1164,24792000,27.936,1.57,50863200.0
1997-08-12,0.1141,0.1151,0.1099,0.1099,11424000,26.376,-5.58,42159600.0
1997-08-13,0.1115,0.1115,0.10830000000000001,0.1099,11808000,26.376,0.0,39726000.0
1997-08-14,0.1089,0.1125,0.106,0.10779999999999999,20832000,25.872,-1.91,37598400.0
1997-08-15,0.1068,0.10779999999999999,0.0969,0.10569999999999999,31944000,25.368,-1.95,38415600.0
1997-08-18,0.1026,0.1026,0.0984,0.10210000000000001,35688000,24.504,-3.41,39625200.0
1997-08-19,0.1047,0.1104,0.1026,0.10830000000000001,20064000,25.992,6.07,39064800.0
1997-08-20,0.1094,0.1094,0.1036,0.10830000000000001,19992000,25.992,0.0,36805200.0
1997-08-21,0.1068,0.1086,0.1036,0.10569999999999999,12480000,25.368,-2.4,36212400.0
1997-08-22,0.1052,0.1063,0.1047,0.1063,14256000,25.512,0.57,36304800.0
1997-08-25,0.1052,0.113,0.1052,0.1109,22536000,26.616,4.33,34857600.0
1997-08-26,0.11199999999999999,0.1177,0.1115,0.1172,51480000,28.128,5.68,32617200.0
1997-08-27,0.1154,0.1161,0.1125,0.11589999999999999,27840000,27.816,-1.11,31491600.0
1997-08-28,0.1151,0.11979999999999999,0.1141,0.1187,22944000,28.488,2.42,31184400.0
1997-08-29,0.11819999999999999,0.1187,0.1161,0.1169,14448000,28.056,-1.52,28318800.0
1997-09-02,0.1172,0.1187,0.1167,0.1177,14640000,28.248,0.68,26379600.0
1997-09-03,0.1172,0.1208,0.1156,0.1167,39288000,28.008,-0.85,25311600.0
1997-09-04,0.11819999999999999,0.1276,0.1172,0.1276,66960000,30.624,9.34,27416400.0
1997-09-05,0.12919999999999998,0.1333,0.1229,0.125,38160000,30.0,-2.04,27290400.0
1997-09-08,0.1266,0.151,0.125,0.15,112968000,36.0,20.0,30727200.0
1997-09-09,0.157,0.16929999999999998,0.1513,0.162,179424000,38.88,8.0,38458800.0
1997-09-10,0.1656,0.1664,0.1563,0.1651,77328000,39.624,1.91,41754000.0
1997-09-11,0.16670000000000001,0.16670000000000001,0.15209999999999999,0.1578,85248000,37.872,-4.42,45426000.0
1997-09-12,0.1594,0.18489999999999998,0.1578,0.1844,66672000,44.256,16.86,47718000.0
1997-09-15,0.1833,0.1839,0.1526,0.1547,111672000,37.128,-16.11,51704400.0
1997-09-16,0.1563,0.17709999999999998,0.156,0.1677,128640000,40.248,8.4,56352000.0
1997-09-17,0.1729,0.175,0.16670000000000001,0.1703,52152000,40.872,1.55,57956400.0
1997-09-18,0.1719,0.1734,0.1641,0.1646,42576000,39.504,-3.35,59085600.0
1997-09-19,0.169,0.20420000000000002,0.1688,0.1974,178584000,47.376,19.93,67390800.0
1997-09-22,0.2,0.2339,0.1974,0.225,338760000,54.0,13.98,83616000.0
1997-09-23,0.2245,0.2323,0.2198,0.2313,153648000,55.512,2.8,90171600.0
1997-09-24,0.2323,0.2406,0.21459999999999999,0.2188,164016000,52.512,-5.4,95798400.0
1997-09-25,0.2172,0.21769999999999998,0.2026,0.2039,99360000,48.936,-6.81,99374400.0
1997-09-26,0.20359999999999998,0.213,0.2026,0.20829999999999999,54624000,49.992,2.16,100958400.0
1997-09-29,0.2073,0.2094,0.19790000000000002,0.20209999999999997,47424000,48.504,-2.98,102607200.0
1997-09-30,0.2,0.2174,0.19010000000000002,0.21689999999999998,105096000,52.056,7.32,107130000.0
1997-10-01,0.2219,0.225,0.1969,0.201,99984000,48.24,-7.33,110164800.0
1997-10-02,0.20209999999999997,0.2089,0.1995,0.20049999999999998,37536000,48.12,-0.25,108693600.0
1997-10-03,0.20420000000000002,0.2062,0.19899999999999998,0.2008,23280000,48.192,0.15,107949600.0
1997-10-06,0.2,0.2062,0.1971,0.2062,40560000,49.488,2.69,104329200.0
1997-10-07,0.20420000000000002,0.2094,0.20209999999999997,0.2029,34848000,48.696,-1.6,97100400.0
1997-10-08,0.2073,0.20829999999999999,0.1992,0.2003,56136000,48.072,-1.28,96040800.0
1997-10-09,0.2,0.201,0.187,0.1875,79008000,45.0,-6.39,95728800.0
1997-10-10,0.1865,0.2031,0.1833,0.1951,75744000,46.824,4.05,96182400.0
1997-10-13,0.19640000000000002,0.20209999999999997,0.19640000000000002,0.2,16296000,48.0,2.51,91413600.0
1997-10-14,0.2031,0.2052,0.1917,0.19899999999999998,30936000,47.76,-0.5,86528400.0
1997-10-15,0.1984,0.1984,0.1885,0.1961,47112000,47.064,-1.46,86276400.0
1997-10-16,0.19899999999999998,0.19899999999999998,0.1802,0.1813,69624000,43.512,-7.55,87628800.0
1997-10-17,0.1807,0.1828,0.17600000000000002,0.1813,50688000,43.512,0.0,81234000.0
1997-10-20,0.1839,0.19369999999999998,0.1833,0.1911,98256000,45.864,5.41,69208800.0
1997-10-21,0.19790000000000002,0.2219,0.19269999999999998,0.2214,241920000,53.136,15.86,73622400.0
1997-10-22,0.2208,0.23099999999999998,0.2188,0.226,104160000,54.24,2.08,70629600.0
1997-10-23,0.2115,0.2281,0.2094,0.225,113136000,54.0,-0.44,71318400.0
1997-10-24,0.2375,0.2531,0.2271,0.25129999999999997,189840000,60.312,11.69,78079200.0
1997-10-27,0.2401,0.2505,0.2115,0.2135,121824000,51.24,-15.04,81799200.0
1997-10-28,0.19579999999999997,0.25,0.19369999999999998,0.24739999999999998,234384000,59.376,15.88,88263600.0
1997-10-29,0.25730000000000003,0.275,0.25,0.2695,142536000,64.68,8.93,90391200.0
1997-10-30,0.2604,0.2677,0.2521,0.2562,95400000,61.488,-4.94,93284400.0
1997-10-31,0.2682,0.2729,0.24839999999999998,0.2542,100536000,61.008,-0.78,97147200.0
1997-11-03,0.2609,0.2609,0.24739999999999998,0.2536,39984000,60.864,-0.24,97118400.0
1997-11-04,0.25,0.2526,0.24109999999999998,0.2479,47304000,59.496,-2.25,97741200.0
1997-11-05,0.249,0.256,0.2438,0.2438,61872000,58.512,-1.65,98028000.0
1997-11-06,0.2458,0.2458,0.23179999999999998,0.2331,58272000,55.944,-4.39,96991200.0
1997-11-07,0.2208,0.23199999999999998,0.2193,0.22399999999999998,52536000,53.76,-3.9,95830800.0
1997-11-10,0.225,0.2281,0.2104,0.2104,55296000,50.496,-6.07,97780800.0
1997-11-11,0.21219999999999997,0.21559999999999999,0.19579999999999997,0.1974,86256000,47.376,-6.18,100546800.0
1997-11-12,0.1888,0.2094,0.1833,0.1885,173664000,45.24,-4.51,106874400.0
1997-11-13,0.1974,0.1984,0.1885,0.193,85800000,46.32,2.39,107683200.0
1997-11-14,0.1969,0.2104,0.1891,0.20829999999999999,117384000,49.992,7.93,111018000.0
1997-11-17,0.2115,0.2271,0.2109,0.2188,147888000,52.512,5.04,113499600.0
1997-11-18,0.2188,0.22399999999999998,0.2172,0.2208,37320000,52.992,0.91,103269600.0
1997-11-19,0.2203,0.226,0.21559999999999999,0.22549999999999998,50688000,54.12,2.13,100596000.0
1997-11-20,0.2286,0.2302,0.22549999999999998,0.22920000000000001,118464000,55.008,1.64,100862400.0
1997-11-21,0.2276,0.22920000000000001,0.2245,0.2245,52056000,53.88,-2.05,93973200.0
1997-11-24,0.2188,0.2208,0.2115,0.2115,40392000,50.76,-5.79,89901600.0
1997-11-25,0.212,0.2167,0.20209999999999997,0.2102,66096000,50.448,-0.61,81487200.0
1997-11-26,0.212,0.22060000000000002,0.212,0.213,32616000,51.12,1.33,75991200.0
1997-11-28,0.2135,0.2167,0.2057,0.2062,32064000,49.488,-3.19,72824400.0
1997-12-01,0.212,0.2188,0.20679999999999998,0.2135,47664000,51.24,3.54,70180800.0
1997-12-02,0.213,0.2151,0.2089,0.2117,25248000,50.808,-0.84,69444000.0
1997-12-03,0.20989999999999998,0.2188,0.2094,0.2182,25800000,52.368,3.07,68368800.0
1997-12-04,0.2201,0.2276,0.2193,0.225,60768000,54.0,3.12,68313600.0
1997-12-05,0.2219,0.2297,0.21769999999999998,0.2297,53232000,55.128,2.09,68061600.0
1997-12-08,0.2271,0.23850000000000002,0.226,0.2354,95328000,56.496,2.48,70201200.0
1997-12-09,0.23329999999999998,0.23850000000000002,0.2302,0.2344,26640000,56.256,-0.42,68768400.0
1997-12-10,0.22920000000000001,0.2313,0.2198,0.22549999999999998,28896000,54.12,-3.8,65900400.0
1997-12-11,0.2198,0.2417,0.2198,0.2344,100296000,56.256,3.95,62232000.0
1997-12-12,0.2323,0.2401,0.2203,0.2271,53448000,54.504,-3.11,60614400.0
1997-12-15,0.22920000000000001,0.23329999999999998,0.2203,0.22920000000000001,33888000,55.008,0.92,56439600.0
1997-12-16,0.2323,0.2323,0.22290000000000001,0.22290000000000001,33744000,53.496,-2.75,50732400.0
1997-12-17,0.2188,0.22290000000000001,0.21280000000000002,0.2195,122808000,52.68,-1.53,55006800.0
1997-12-18,0.21769999999999998,0.2214,0.2115,0.21459999999999999,64080000,51.504,-2.23,55676400.0
1997-12-19,0.2115,0.226,0.20829999999999999,0.225,95064000,54.0,4.85,54506400.0
1997-12-22,0.225,0.2391,0.2216,0.2349,87048000,56.376,4.4,56256000.0
1997-12-23,0.2344,0.23700000000000002,0.2313,0.2313,23544000,55.512,-1.53,55413600.0
1997-12-24,0.2313,0.2354,0.2234,0.2302,46728000,55.248,-0.48,54445200.0
1997-12-26,0.2281,0.2323,0.2245,0.226,9744000,54.24,-1.82,53301600.0
1997-12-29,0.22920000000000001,0.2391,0.2266,0.2375,51048000,57.0,5.09,54250800.0
1997-12-30,0.2417,0.2453,0.2391,0.2424,125712000,58.176,2.06,58153200.0
1997-12-31,0.2438,0.2521,0.2422,0.251,88920000,60.24,3.55,61336800.0
1998-01-02,0.25,0.25,0.23979999999999999,0.2479,33216000,59.496,-1.24,61707600.0
1998-01-05,0.2443,0.2469,0.2354,0.2375,71808000,57.0,-4.2,62259600.0
1998-01-06,0.2349,0.2438,0.23329999999999998,0.24189999999999998,83496000,58.056,1.85,63772800.0
1998-01-07,0.2417,0.2417,0.2346,0.2391,54504000,57.384,-1.16,61731600.0
1998-01-08,0.2349,0.2352,0.2266,0.23070000000000002,120312000,55.368,-3.51,66415200.0
1998-01-09,0.23329999999999998,0.23329999999999998,0.2115,0.213,132864000,51.12,-7.67,71613600.0
1998-01-12,0.20829999999999999,0.2193,0.2073,0.2151,148032000,51.624,0.99,74000400.0
1998-01-13,0.2172,0.23329999999999998,0.2161,0.2323,146424000,55.752,8.0,78649200.0
1998-01-14,0.2328,0.2438,0.2313,0.2438,170112000,58.512,4.95,85460400.0
1998-01-15,0.23959999999999998,0.2505,0.23959999999999998,0.2477,120288000,59.448,1.6,89787600.0
1998-01-16,0.2479,0.249,0.23850000000000002,0.23959999999999998,51264000,57.504,-3.27,86210400.0
1998-01-20,0.24109999999999998,0.2505,0.2406,0.2477,109344000,59.448,3.38,88473600.0
1998-01-21,0.2469,0.2583,0.2438,0.2536,174768000,60.864,2.38,92458800.0
1998-01-22,0.2536,0.2635,0.251,0.2568,189432000,61.632,1.26,97578000.0
1998-01-23,0.2672,0.2672,0.2469,0.2469,182376000,59.256,-3.86,105519600.0
1998-01-26,0.249,0.2495,0.23700000000000002,0.2406,94248000,57.744,-2.55,107895600.0
1998-01-27,0.2409,0.2432,0.23329999999999998,0.2375,82080000,57.0,-1.29,111512400.0
1998-01-28,0.2375,0.2417,0.2313,0.23850000000000002,105864000,57.24,0.42,114253200.0
1998-01-29,0.23959999999999998,0.2495,0.2391,0.2479,96720000,59.496,3.94,112803600.0
1998-01-30,0.25,0.2531,0.2443,0.2458,74448000,58.992,-0.85,112080000.0
1998-02-02,0.24739999999999998,0.2604,0.2469,0.25989999999999996,138264000,62.376,5.74,117332400.0
1998-02-03,0.2594,0.2625,0.2547,0.2576,88584000,61.824,-0.88,118171200.0
1998-02-04,0.2531,0.2594,0.2526,0.2531,24696000,60.744,-1.75,115231200.0
1998-02-05,0.2557,0.2557,0.2438,0.2469,116640000,59.256,-2.45,118338000.0
1998-02-06,0.2464,0.251,0.2438,0.2453,42456000,58.872,-0.65,114445200.0
1998-02-09,0.2458,0.2479,0.23850000000000002,0.2427,52536000,58.248,-1.06,110428800.0
1998-02-10,0.2438,0.2659,0.2417,0.2651,245928000,63.624,9.23,115323600.0
1998-02-11,0.2646,0.2732,0.2641,0.2646,129480000,63.504,-0.19,114476400.0
1998-02-12,0.2635,0.2651,0.2594,0.263,60720000,63.12,-0.6,109006800.0
1998-02-13,0.2625,0.2635,0.25730000000000003,0.2594,168408000,62.256,-1.37,111412800.0
1998-02-17,0.2609,0.2609,0.2536,0.25730000000000003,47520000,61.752,-0.81,111225600.0
1998-02-18,0.25730000000000003,0.25730000000000003,0.2526,0.2536,59424000,60.864,-1.44,108729600.0
1998-02-19,0.2555,0.2646,0.2542,0.2615,88728000,62.76,3.12,104427600.0
1998-02-20,0.2615,0.2646,0.2557,0.2635,54072000,63.24,0.76,97659600.0
1998-02-23,0.2646,0.27080000000000004,0.2604,0.2703,79560000,64.872,2.58,92518800.0
1998-02-24,0.27080000000000004,0.2839,0.2677,0.2703,278904000,64.872,0.0,101751600.0
1998-02-25,0.2734,0.2771,0.263,0.27449999999999997,134904000,65.88,1.55,104392800.0
1998-02-26,0.2732,0.30419999999999997,0.2719,0.3031,307464000,72.744,10.42,114472800.0
1998-02-27,0.301,0.33180000000000004,0.2992,0.32080000000000003,494136000,76.992,5.84,134343600.0
1998-03-02,0.3161,0.3219,0.3125,0.31770000000000004,219144000,76.248,-0.97,141578400.0
1998-03-03,0.3146,0.3156,0.2979,0.29900000000000004,160320000,71.76,-5.89,142681200.0
1998-03-04,0.3,0.3094,0.29169999999999996,0.306,146280000,73.44,2.34,145566000.0
1998-03-05,0.29900000000000004,0.3258,0.2969,0.3125,240024000,75.0,2.12,156332400.0
1998-03-06,0.3151,0.32080000000000003,0.30729999999999996,0.3198,117744000,76.752,2.34,156387600.0
1998-03-09,0.3203,0.35729999999999995,0.3198,0.3479,461112000,83.496,8.79,177320400.0
1998-03-10,0.3562,0.3677,0.3453,0.3463,495000000,83.112,-0.46,199443600.0
1998-03-11,0.3417,0.3438,0.32599999999999996,0.33180000000000004,246984000,79.632,-4.19,199496400.0
1998-03-12,0.3281,0.338,0.32139999999999996,0.3271,195984000,78.504,-1.42,202821600.0
1998-03-13,0.33180000000000004,0.33699999999999997,0.324,0.32789999999999997,130464000,78.696,0.24,206308800.0
1998-03-16,0.3315,0.3365,0.3292,0.3292,66240000,79.008,0.4,201200400.0
1998-03-17,0.3323,0.3344,0.32449999999999996,0.3328,62016000,79.872,1.09,201925200.0
1998-03-18,0.3302,0.35729999999999995,0.3302,0.3555,273192000,85.32,6.82,212613600.0
1998-03-19,0.35569999999999996,0.36460000000000004,0.34900000000000003,0.35,242304000,84.0,-1.55,220292400.0
1998-03-20,0.35,0.3536,0.3464,0.35,128256000,84.0,0.0,224001600.0
1998-03-23,0.3482,0.35309999999999997,0.3448,0.3492,60096000,83.808,-0.23,223028400.0
1998-03-24,0.3438,0.36150000000000004,0.3438,0.351,113616000,84.24,0.52,214764000.0
1998-03-25,0.35419999999999996,0.35729999999999995,0.3375,0.3404,225792000,81.696,-3.02,219308400.0
1998-03-26,0.3406,0.34900000000000003,0.3313,0.3448,157560000,82.752,1.29,211813200.0
1998-03-27,0.351,0.363,0.3448,0.35419999999999996,152928000,85.008,2.73,194752800.0
1998-03-30,0.3578,0.36460000000000004,0.3547,0.3578,110016000,85.872,1.02,189296400.0
1998-03-31,0.35569999999999996,0.3604,0.34900000000000003,0.3564,131304000,85.536,-0.39,187845600.0
1998-04-01,0.3552,0.3766,0.3501,0.3755,289032000,90.12,5.36,194983200.0
1998-04-02,0.3797,0.4031,0.374,0.39609999999999995,332856000,95.064,5.49,199624800.0
1998-04-03,0.40099999999999997,0.4016,0.3844,0.3875,233880000,93.0,-2.17,205431600.0
1998-04-06,0.3927,0.3948,0.3677,0.3693,220488000,88.632,-4.7,193400400.0
1998-04-07,0.3625,0.3635,0.35309999999999997,0.3583,232680000,85.992,-2.98,180284400.0
